UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power [W],Disipation,Type_H,Type_L,Type_M,Machine failure,TWF,HDF,PWF,OSF
254,L47433,298.0,308.2,1357,48.2,7,6849.446911013634,10.199999999999989,False,True,False,0,0,0,0,0
255,L47434,298.0,308.2,1514,37.9,9,6008.8823806191485,10.199999999999989,False,True,False,0,0,0,0,0
256,L47435,298.0,308.2,1489,40.4,11,6299.479701076205,10.199999999999989,False,True,False,0,0,0,0,0
257,L47436,298.1,308.3,1331,63.0,13,8781.06562604883,10.199999999999989,False,True,False,0,0,0,0,0
258,L47437,298.0,308.0,1615,29.5,15,4989.110933288391,10.0,False,True,False,0,0,0,0,0
259,L47438,298.1,308.2,1482,37.9,17,5881.878261610026,10.099999999999966,False,True,False,0,0,0,0,0
260,M15119,298.1,308.2,1420,63.9,19,9502.061140047686,10.099999999999966,False,False,True,1,0,0,1,0
261,M15120,298.2,308.3,1522,49.1,22,7825.728244043198,10.100000000000023,False,False,True,0,0,0,0,0
262,L47441,298.1,308.2,1654,32.1,25,5559.927846470144,10.099999999999966,False,True,False,0,0,0,0,0
263,M15122,298.1,308.2,1736,26.8,27,4872.065662991147,10.099999999999966,False,False,True,0,0,0,0,0
264,M15123,298.0,308.1,1587,32.3,30,5367.945119409271,10.100000000000023,False,False,True,0,0,0,0,0
265,L47444,298.1,308.2,1390,47.5,33,6914.1218317755365,10.099999999999966,False,True,False,0,0,0,0,0
266,L47445,298.0,308.1,1454,37.1,35,5648.9396383218545,10.100000000000023,False,True,False,0,0,0,0,0
267,H29680,298.0,308.1,1440,43.7,37,6589.80475016995,10.100000000000023,True,False,False,0,0,0,0,0
268,L47447,297.9,308.0,1954,21.1,42,4317.532671730501,10.100000000000023,False,True,False,0,0,0,0,0
269,H29682,297.9,308.0,1800,24.8,44,4674.689868541612,10.100000000000023,True,False,False,0,0,0,0,0
270,L47449,298.0,308.0,1524,37.0,49,5904.937551687375,10.0,False,True,False,0,0,0,0,0
271,H29684,298.0,308.0,1520,39.6,51,6303.291500162561,10.0,True,False,False,0,0,0,0,0
272,M15131,298.1,308.1,1452,40.8,56,6203.765844896836,10.0,False,False,True,0,0,0,0,0
273,L47452,298.1,308.1,1484,40.4,59,6278.326310542034,10.0,False,True,False,0,0,0,0,0
274,L47453,298.1,308.0,1426,46.0,61,6869.197056829202,9.899999999999977,False,True,False,0,0,0,0,0
275,L47454,298.1,308.0,1652,28.5,63,4930.415510543821,9.899999999999977,False,True,False,0,0,0,0,0
276,L47455,298.0,308.0,1401,54.7,65,8025.16701766859,10.0,False,True,False,0,0,0,0,0
277,M15136,298.0,307.9,1750,26.6,67,4874.704600820162,9.899999999999977,False,False,True,0,0,0,0,0
278,H29691,298.0,308.0,1479,50.7,70,7852.442253574223,10.0,True,False,False,0,0,0,0,0
279,M15138,298.0,308.0,1620,29.4,75,4987.5924968391555,10.0,False,False,True,0,0,0,0,0
280,L47459,298.0,308.1,1819,23.4,78,4457.354488766269,10.100000000000023,False,True,False,0,0,0,0,0
281,M15140,298.1,308.1,1456,43.7,80,6663.024802949616,10.0,False,False,True,0,0,0,0,0
282,L47461,298.1,308.0,1626,36.5,83,6215.012746596688,9.899999999999977,False,True,False,0,0,0,0,0
283,M15142,298.1,308.1,1390,49.8,85,7248.910888893088,10.0,False,False,True,0,0,0,0,0
284,L47463,298.2,308.2,1469,43.0,88,6614.832771643549,10.0,False,True,False,0,0,0,0,0
285,L47464,298.2,308.3,2051,19.2,90,4123.780180808106,10.100000000000023,False,True,False,0,0,0,0,0
286,L47465,298.2,308.3,1568,36.0,92,5911.2207369945545,10.100000000000023,False,True,False,0,0,0,0,0
287,L47466,298.2,308.3,1589,33.2,94,5524.4697373866275,10.100000000000023,False,True,False,0,0,0,0,0
288,L47467,298.2,308.3,1805,31.6,96,5973.005392515154,10.100000000000023,False,True,False,0,0,0,0,0
289,H29702,298.2,308.4,1385,42.2,98,6120.555527478754,10.199999999999989,True,False,False,0,0,0,0,0
290,L47469,298.1,308.4,1436,46.7,103,7022.632442030528,10.299999999999955,False,True,False,0,0,0,0,0
291,L47470,298.1,308.4,1438,45.6,105,6866.767558510426,10.299999999999955,False,True,False,0,0,0,0,0
292,L47471,298.0,308.3,1473,42.6,107,6571.143689807627,10.300000000000011,False,True,False,0,0,0,0,0
293,L47472,298.1,308.4,1335,40.2,109,5619.995098006781,10.299999999999955,False,True,False,0,0,0,0,0
294,H29707,298.1,308.5,1392,44.8,111,6530.491480870174,10.399999999999977,True,False,False,0,0,0,0,0
295,M15154,298.1,308.5,1372,51.1,116,7341.81825563525,10.399999999999977,False,False,True,0,0,0,0,0
296,M15155,298.1,308.6,1716,30.7,119,5516.76236340982,10.5,False,False,True,0,0,0,0,0
297,L47476,298.0,308.5,1395,46.2,122,6749.083497706953,10.5,False,True,False,0,0,0,0,0
298,L47477,298.0,308.5,1713,25.3,124,4538.438995155423,10.5,False,True,False,0,0,0,0,0
299,H29712,297.9,308.5,2129,18.7,126,4169.13430675043,10.600000000000023,True,False,False,0,0,0,0,0
300,M15159,297.8,308.3,1567,35.6,131,5841.812483301244,10.5,False,False,True,0,0,0,0,0
301,L47480,297.8,308.4,1622,38.3,134,6505.463459396576,10.599999999999966,False,True,False,0,0,0,0,0
302,L47481,297.7,308.4,1740,27.1,136,4937.9553329124365,10.699999999999989,False,True,False,0,0,0,0,0
303,H29716,297.8,308.4,1512,35.1,138,5557.603067906487,10.599999999999966,True,False,False,0,0,0,0,0
304,M15163,297.8,308.4,1479,43.5,143,6737.30252525599,10.599999999999966,False,False,True,0,0,0,0,0
305,L47484,297.8,308.4,1737,27.5,146,5002.200902678348,10.599999999999966,False,True,False,0,0,0,0,0
306,L47485,297.8,308.4,2129,19.2,148,4280.608486075308,10.599999999999966,False,True,False,0,0,0,0,0
307,L47486,297.8,308.4,1374,47.1,150,6776.980840470829,10.599999999999966,False,True,False,0,0,0,0,0
308,M15167,297.8,308.4,1579,36.6,152,6051.9012560223055,10.599999999999966,False,False,True,0,0,0,0,0
309,L47488,297.9,308.5,1305,47.2,155,6450.3180363505635,10.600000000000023,False,True,False,0,0,0,0,0
310,M15169,297.9,308.5,1449,40.8,157,6190.948146870189,10.600000000000023,False,False,True,0,0,0,0,0
311,H29724,298.0,308.6,1526,41.8,160,6679.738075866713,10.600000000000023,True,False,False,0,0,0,0,0
312,M15171,298.0,308.6,1453,44.1,165,6710.159164728975,10.600000000000023,False,False,True,0,0,0,0,0
313,L47492,297.9,308.6,1468,36.0,168,5534.229618563779,10.700000000000045,False,True,False,0,0,0,0,0
314,L47493,298.0,308.6,1313,50.8,170,6984.849554383354,10.600000000000023,False,True,False,0,0,0,0,0
315,M15174,297.9,308.5,1300,53.0,172,7215.191127744558,10.600000000000023,False,False,True,0,0,0,0,0
316,L47495,297.9,308.4,1646,40.6,175,6998.169907234575,10.5,False,True,False,0,0,0,0,0
317,L47496,297.8,308.4,1714,33.2,177,5959.056721133215,10.599999999999966,False,True,False,0,0,0,0,0
318,L47497,297.8,308.4,1685,28.4,179,5011.259161496198,10.599999999999966,False,True,False,0,0,0,0,0
319,L47498,297.8,308.4,1512,39.9,181,6317.617162662929,10.599999999999966,False,True,False,0,0,0,0,0
320,L47499,297.8,308.4,1612,32.1,183,5418.744672617819,10.599999999999966,False,True,False,0,0,0,0,0
321,H29734,297.8,308.4,1550,38.2,185,6200.456700635054,10.599999999999966,True,False,False,0,0,0,0,0
322,L47501,297.8,308.4,1518,32.5,190,5166.349118828414,10.599999999999966,False,True,False,0,0,0,0,0
323,L47502,297.8,308.5,1448,40.0,192,6065.368216530695,10.699999999999989,False,True,False,0,0,0,0,0
324,L47503,297.8,308.5,1561,46.3,194,7568.546997444826,10.699999999999989,False,True,False,0,0,0,0,0
325,M15184,297.8,308.5,1488,41.9,196,6528.983516396452,10.699999999999989,False,False,True,0,0,0,0,0
326,L47505,297.8,308.5,1699,27.8,199,4946.144417762795,10.699999999999989,False,True,False,0,0,0,0,0
327,L47506,297.7,308.5,1501,41.4,201,6507.432190792825,10.800000000000011,False,True,False,0,0,0,0,0
328,L47507,297.7,308.5,1373,56.7,203,8152.338688285906,10.800000000000011,False,True,False,1,0,0,0,1
329,H29742,297.6,308.4,1703,31.4,205,5599.805129219711,10.799999999999955,True,False,False,0,0,0,0,0
330,H29743,297.7,308.5,1720,29.9,210,5385.527566293862,10.800000000000011,True,False,False,0,0,0,0,0
331,M15190,297.6,308.4,1398,41.9,215,6134.085319840215,10.799999999999955,False,False,True,0,0,0,0,0
332,M15191,297.6,308.4,1391,51.9,218,7560.022809378085,10.799999999999955,False,False,True,0,0,0,0,0
333,M15192,297.6,308.3,1538,40.2,0,6474.571131636277,10.699999999999989,False,False,True,0,0,0,0,0
334,L47513,297.5,308.2,1647,31.3,3,5398.418568149093,10.699999999999989,False,True,False,0,0,0,0,0
335,M15194,297.5,308.1,1469,44.8,5,6891.732748130953,10.600000000000023,False,False,True,0,0,0,0,0
336,L47515,297.4,308.1,1749,25.9,8,4743.710659140979,10.700000000000045,False,True,False,0,0,0,0,0
337,M15196,297.6,308.2,1995,20.5,10,4282.776185006285,10.599999999999966,False,False,True,0,0,0,0,0
338,L47517,297.6,308.3,1742,27.7,13,5053.08423169099,10.699999999999989,False,True,False,0,0,0,0,0
339,L47518,297.5,308.2,1563,38.2,15,6252.460531027478,10.699999999999989,False,True,False,0,0,0,0,0
340,M15199,297.5,308.2,1713,32.2,17,5776.195084743266,10.699999999999989,False,False,True,0,0,0,0,0
341,L47520,297.4,308.1,1474,39.4,20,6081.662610427313,10.700000000000045,False,True,False,0,0,0,0,0
342,M15201,297.4,308.2,1530,32.6,22,5223.21194585839,10.800000000000011,False,False,True,0,0,0,0,0
343,L47522,297.4,308.2,1471,46.5,25,7162.988329817408,10.800000000000011,False,True,False,0,0,0,0,0
344,L47523,297.5,308.3,1388,48.6,27,7064.059577155866,10.800000000000011,False,True,False,0,0,0,0,0
345,M15204,297.5,308.2,2448,13.8,29,3537.684655354394,10.699999999999989,False,False,True,0,0,0,0,0
346,L47525,297.5,308.3,1585,32.9,32,5460.768710347337,10.800000000000011,False,True,False,0,0,0,0,0
347,M15206,297.5,308.3,1459,45.2,34,6905.932746925179,10.800000000000011,False,False,True,0,0,0,0,0
348,L47527,297.5,308.3,1544,40.8,37,6596.841917713991,10.800000000000011,False,True,False,0,0,0,0,0
349,L47528,297.6,308.3,1617,31.7,39,5367.819455703128,10.699999999999989,False,True,False,0,0,0,0,0
350,L47529,297.6,308.3,1595,34.3,41,5729.060722963905,10.699999999999989,False,True,False,0,0,0,0,0
351,H29764,297.6,308.3,1400,44.3,43,6494.719212521299,10.699999999999989,True,False,False,0,0,0,0,0
352,M15211,297.6,308.4,1611,31.0,48,5229.809290430929,10.799999999999955,False,False,True,0,0,0,0,0
353,M15212,297.6,308.4,1507,46.0,51,7259.3828644050545,10.799999999999955,False,False,True,0,0,0,0,0
354,H29767,297.5,308.3,1674,30.0,54,5259.026102109314,10.800000000000011,True,False,False,0,0,0,0,0
355,L47534,297.6,308.3,1658,34.3,59,5955.349641801979,10.699999999999989,False,True,False,0,0,0,0,0
356,L47535,297.6,308.3,1623,36.9,61,6271.529998434768,10.699999999999989,False,True,False,0,0,0,0,0
357,M15216,297.6,308.4,1398,48.9,63,7158.872843441205,10.799999999999955,False,False,True,0,0,0,0,0
358,L47537,297.6,308.4,1517,34.2,66,5433.007503265117,10.799999999999955,False,True,False,0,0,0,0,0
359,M15218,297.6,308.3,1467,36.7,68,5637.996423911851,10.699999999999989,False,False,True,0,0,0,0,0
360,M15219,297.6,308.3,1567,34.6,71,5677.716627028738,10.699999999999989,False,False,True,0,0,0,0,0
361,M15220,297.5,308.3,1521,38.2,74,6084.4481559134965,10.800000000000011,False,False,True,0,0,0,0,0
362,L47541,297.5,308.3,1596,36.8,77,6150.484433491952,10.800000000000011,False,True,False,0,0,0,0,0
363,H29776,297.6,308.3,1640,30.9,79,5306.778310443879,10.699999999999989,True,False,False,0,0,0,0,0
364,L47543,297.6,308.3,1438,47.8,84,7198.058975806981,10.699999999999989,False,True,False,0,0,0,0,0
365,L47544,297.6,308.4,1407,55.2,86,8133.206389025544,10.799999999999955,False,True,False,0,0,0,0,0
366,L47545,297.6,308.4,1353,57.5,88,8146.935148921731,10.799999999999955,False,True,False,0,0,0,0,0
367,M15226,297.6,308.5,1552,40.9,90,6647.274951779618,10.899999999999977,False,False,True,0,0,0,0,0
368,M15227,297.6,308.4,1569,38.3,93,6292.892828479178,10.799999999999955,False,False,True,0,0,0,0,0
369,L47548,297.5,308.4,1489,39.5,96,6159.144757240349,10.899999999999977,False,True,False,0,0,0,0,0
370,H29783,297.5,308.4,1587,36.1,98,5999.468074633892,10.899999999999977,True,False,False,0,0,0,0,0
371,M15230,297.5,308.3,1622,37.2,103,6318.6224723120795,10.800000000000011,False,False,True,0,0,0,0,0
372,L47551,297.5,308.4,1604,38.1,106,6399.675562774695,10.899999999999977,False,True,False,0,0,0,0,0
373,M15232,297.4,308.3,1405,51.7,108,7606.685932259406,10.900000000000034,False,False,True,0,0,0,0,0
374,L47553,297.4,308.3,1412,42.0,111,6210.300357616303,10.900000000000034,False,True,False,0,0,0,0,0
375,L47554,297.4,308.3,1431,43.0,113,6443.720691778024,10.900000000000034,False,True,False,0,0,0,0,0
376,L47555,297.4,308.2,1533,37.4,115,6004.023383981596,10.800000000000011,False,True,False,0,0,0,0,0
377,M15236,297.4,308.2,1401,51.9,117,7614.3723622851885,10.800000000000011,False,False,True,0,0,0,0,0
378,M15237,297.4,308.2,1424,53.9,120,8037.618196552317,10.800000000000011,False,False,True,0,0,0,0,0
379,L47558,297.3,308.2,1754,29.4,123,5400.146444108566,10.899999999999977,False,True,False,0,0,0,0,0
380,L47559,297.3,308.2,1754,26.8,125,4922.58247286087,10.899999999999977,False,True,False,0,0,0,0,0
381,L47560,297.5,308.3,2564,12.8,127,3436.818587223138,10.800000000000011,False,True,False,1,0,0,1,0
382,L47561,297.5,308.5,1546,40.4,129,6540.628353165758,11.0,False,True,False,0,0,0,0,0
383,L47562,297.5,308.5,1335,48.0,131,6710.441908067797,11.0,False,True,False,0,0,0,0,0
384,M15243,297.5,308.6,1842,27.0,133,5208.132301121159,11.100000000000023,False,False,True,0,0,0,0,0
385,L47564,297.5,308.5,1712,26.8,136,4804.709916498182,11.0,False,True,False,0,0,0,0,0
386,M15245,297.6,308.6,1414,45.4,138,6722.54751175963,11.0,False,False,True,0,0,0,0,0
387,L47566,297.6,308.7,1319,50.9,141,7030.58067144411,11.099999999999966,False,True,False,0,0,0,0,0
388,L47567,297.7,308.7,1249,60.4,143,7900.016438325084,11.0,False,True,False,0,0,0,0,0
389,L47568,297.6,308.7,1455,48.2,145,7344.10114629686,11.099999999999966,False,True,False,0,0,0,0,0
390,M15249,297.6,308.7,1408,54.8,147,8080.008753424755,11.099999999999966,False,False,True,0,0,0,0,0
391,L47570,297.6,308.7,1460,46.7,150,7140.002343568643,11.099999999999966,False,True,False,0,0,0,0,0
392,L47571,297.6,308.6,1491,38.1,152,5948.825601058024,11.0,False,True,False,0,0,0,0,0
393,M15252,297.6,308.5,1490,43.4,154,6771.807684567919,10.899999999999977,False,False,True,0,0,0,0,0
394,M15253,297.5,308.4,1350,52.2,157,7379.601143282424,10.899999999999977,False,False,True,0,0,0,0,0
395,L47574,297.5,308.4,1528,39.9,160,6384.470254331321,10.899999999999977,False,True,False,0,0,0,0,0
396,L47575,297.4,308.3,1571,37.7,162,6202.2055205455545,10.900000000000034,False,True,False,0,0,0,0,0
397,L47576,297.4,308.3,1490,42.6,164,6646.9817364652845,10.900000000000034,False,True,False,0,0,0,0,0
398,M15257,297.4,308.3,1774,28.9,166,5368.8352373277885,10.900000000000034,False,False,True,0,0,0,0,0
399,H29812,297.4,308.3,1502,43.6,169,6857.803547472183,10.900000000000034,True,False,False,0,0,0,0,0
400,L47579,297.4,308.4,1392,49.7,174,7244.76398659035,11.0,False,True,False,0,0,0,0,0
401,L47580,297.4,308.5,2100,16.9,176,3716.504109196725,11.100000000000023,False,True,False,0,0,0,0,0
402,L47581,297.5,308.5,1722,30.4,178,5481.953516808045,11.0,False,True,False,0,0,0,0,0
403,L47582,297.4,308.6,1678,32.3,180,5675.747895632488,11.200000000000045,False,True,False,0,0,0,0,0
404,L47583,297.3,308.6,1273,59.8,182,7971.833246386148,11.300000000000011,False,True,False,0,0,0,0,0
405,L47584,297.3,308.6,1297,45.9,184,6234.207877710121,11.300000000000011,False,True,False,0,0,0,0,0
406,L47585,297.3,308.5,1350,57.6,186,8143.008158104744,11.199999999999989,False,True,False,0,0,0,0,0
407,L47586,297.4,308.6,1439,51.9,188,7820.9006633321815,11.200000000000045,False,True,False,0,0,0,0,0
408,M15267,297.4,308.5,1600,42.1,190,7053.922704860282,11.100000000000023,False,False,True,0,0,0,0,0
409,M15268,297.4,308.6,1434,44.4,193,6667.464920566689,11.200000000000045,False,False,True,0,0,0,0,0
410,L47589,297.4,308.6,1459,41.3,196,6310.066868318802,11.200000000000045,False,True,False,0,0,0,0,0
411,M15270,297.5,308.6,1472,44.9,198,6921.221831172648,11.100000000000023,False,False,True,0,0,0,0,0
412,L47591,297.5,308.7,1429,44.3,201,6629.2526819235245,11.199999999999989,False,True,False,0,0,0,0,0
413,L47592,297.5,308.6,1388,48.2,203,7005.91916911343,11.100000000000023,False,True,False,0,0,0,0,0
414,L47593,297.4,308.4,1573,34.5,205,5682.984030711255,11.0,False,True,False,0,0,0,0,0
415,L47594,297.4,308.4,1588,32.5,207,5404.58656172564,11.0,False,True,False,0,0,0,0,0
416,L47595,297.5,308.4,1511,42.8,209,6772.310339392493,10.899999999999977,False,True,False,0,0,0,0,0
417,L47596,297.4,308.5,1495,37.8,211,5917.818081567092,11.100000000000023,False,True,False,0,0,0,0,0
418,L47597,297.4,308.4,1394,50.1,213,7313.5648657039665,11.0,False,True,False,0,0,0,0,0
419,L47598,297.4,308.4,2151,17.7,0,3986.96382074427,11.0,False,True,False,0,0,0,0,0
420,M15279,297.3,308.3,1501,38.2,2,6004.442263002076,11.0,False,False,True,0,0,0,0,0
421,M15280,297.3,308.3,1301,39.6,5,5395.119895862823,11.0,False,False,True,0,0,0,0,0
422,M15281,297.3,308.3,1657,31.1,8,5396.491724654891,11.0,False,False,True,0,0,0,0,0
423,L47602,297.3,308.3,1333,55.2,11,7705.4471333127585,11.0,False,True,False,0,0,0,0,0
424,L47603,297.3,308.3,1484,43.9,13,6822.240718633547,11.0,False,True,False,0,0,0,0,0
425,L47604,297.3,308.4,1430,45.7,15,6843.540716824886,11.099999999999966,False,True,False,0,0,0,0,0
426,M15285,297.3,308.4,1665,28.9,17,5038.957536725348,11.099999999999966,False,False,True,0,0,0,0,0
427,L47606,297.4,308.5,1501,44.9,20,7057.577424313958,11.100000000000023,False,True,False,0,0,0,0,0
428,M15287,297.5,308.5,1496,42.2,22,6611.083804410266,11.0,False,False,True,0,0,0,0,0
429,M15288,297.6,308.6,1595,36.9,25,6163.333547445135,11.0,False,False,True,0,0,0,0,0
430,L47609,297.5,308.6,1208,62.3,28,7881.041218697402,11.100000000000023,False,True,False,0,0,0,0,0
431,L47610,297.5,308.6,1596,37.1,30,6200.624252243246,11.100000000000023,False,True,False,0,0,0,0,0
432,L47611,297.5,308.5,1446,41.9,32,6344.697691336874,11.0,False,True,False,0,0,0,0,0
433,M15292,297.6,308.5,1466,39.7,34,6094.710691915223,10.899999999999977,False,False,True,0,0,0,0,0
434,M15293,297.6,308.5,1848,23.7,37,4586.47394682881,10.899999999999977,False,False,True,0,0,0,0,0
435,M15294,297.5,308.5,1484,44.7,40,6946.564011911607,11.0,False,False,True,0,0,0,0,0
436,L47615,297.4,308.3,1493,41.2,43,6441.479689018464,10.900000000000034,False,True,False,0,0,0,0,0
437,L47616,297.3,308.3,1504,36.3,45,5717.195974708848,11.0,False,True,False,0,0,0,0,0
438,L47617,297.3,308.3,1538,38.5,47,6200.770859900414,11.0,False,True,False,0,0,0,0,0
439,L47618,297.4,308.4,1341,52.2,49,7330.403802327208,11.0,False,True,False,0,0,0,0,0
440,M15299,297.4,308.3,1535,34.6,51,5561.77091416025,10.900000000000034,False,False,True,0,0,0,0,0
441,L47620,297.4,308.5,1389,39.2,54,5701.865002559331,11.100000000000023,False,True,False,0,0,0,0,0
442,H29855,297.5,308.5,1393,46.6,56,6797.75723988657,11.0,True,False,False,0,0,0,0,0
443,L47622,297.4,308.5,1399,61.5,61,9009.930650862847,11.100000000000023,False,True,False,1,0,0,1,0
444,H29857,297.4,308.5,1469,45.1,63,6937.882744212187,11.100000000000023,True,False,False,0,0,0,0,0
445,L47624,297.4,308.4,1582,37.2,68,6162.7994766940255,11.0,False,True,False,0,0,0,0,0
446,L47625,297.5,308.6,1793,26.7,70,5013.259308818984,11.100000000000023,False,True,False,0,0,0,0,0
447,L47626,297.5,308.6,1452,39.0,72,5930.070292916093,11.100000000000023,False,True,False,0,0,0,0,0
448,M15307,297.6,308.7,1376,59.9,74,8631.253544374646,11.099999999999966,False,False,True,0,0,0,0,0
449,L47628,297.5,308.6,1552,44.9,77,7297.375191562466,11.100000000000023,False,True,False,0,0,0,0,0
450,L47629,297.6,308.7,1622,37.9,79,6437.52128227494,11.099999999999966,False,True,False,0,0,0,0,0
451,M15310,297.6,308.7,1419,41.7,81,6196.5087658670445,11.099999999999966,False,False,True,0,0,0,0,0
452,H29865,297.5,308.6,1440,46.1,84,6951.716223863495,11.100000000000023,True,False,False,0,0,0,0,0
453,M15312,297.4,308.6,1643,31.0,89,5333.6912875096305,11.200000000000045,False,False,True,0,0,0,0,0
454,L47633,297.4,308.7,1510,36.2,92,5724.191254350842,11.300000000000011,False,True,False,0,0,0,0,0
455,L47634,297.4,308.7,1468,46.6,94,7163.752784029781,11.300000000000011,False,True,False,0,0,0,0,0
456,L47635,297.4,308.7,1429,57.4,96,8589.596025788043,11.300000000000011,False,True,False,0,0,0,0,0
457,H29870,297.3,308.7,1478,47.6,98,7367.3279879823995,11.399999999999977,True,False,False,0,0,0,0,0
458,L47637,297.4,308.6,1276,53.6,103,7162.161043751962,11.200000000000045,False,True,False,0,0,0,0,0
459,L47638,297.3,308.6,1486,42.6,105,6629.137490192895,11.300000000000011,False,True,False,0,0,0,0,0
460,L47639,297.4,308.6,1476,42.3,107,6538.156966944933,11.200000000000045,False,True,False,0,0,0,0,0
