,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
555,300.7,311.3,1374,53.1,66,True,False,False
556,298.0,308.7,1536,39.6,99,True,False,False
557,304.0,313.2,1517,43.1,96,True,False,False
558,303.4,311.7,1476,42.3,180,False,True,False
559,301.2,312.4,1428,36.6,99,False,False,True
560,301.9,310.6,1467,39.3,32,False,True,False
561,301.4,310.6,1347,53.3,104,False,True,False
562,298.0,309.2,1527,39.5,85,False,True,False
563,298.6,309.6,1533,40.7,106,False,True,False
564,298.4,308.8,1458,40.1,111,False,True,False
565,302.2,311.4,1499,37.7,55,False,True,False
566,297.7,308.3,1488,41.0,101,True,False,False
567,300.8,310.8,1407,45.1,51,False,True,False
568,298.1,307.6,2066,19.2,150,False,False,True
569,300.0,309.6,1738,28.7,51,False,True,False
570,303.3,311.4,1692,27.9,55,True,False,False
571,296.7,307.5,1607,33.6,38,True,False,False
572,302.7,311.7,1784,25.1,177,False,False,True
573,300.4,309.7,1584,32.6,71,False,True,False
574,302.3,311.3,1614,34.1,129,False,True,False
575,297.3,308.4,1686,34.5,97,False,False,True
576,297.9,309.0,1379,47.3,28,False,True,False
577,297.0,307.9,1350,47.7,168,False,True,False
578,298.8,309.1,1350,52.5,111,False,True,False
579,298.2,307.6,1492,37.2,178,False,True,False
580,298.6,309.6,1390,50.3,196,False,True,False
581,302.1,310.9,1916,23.1,51,False,False,True
582,300.6,311.0,1563,40.7,87,False,True,False
583,302.4,310.9,1444,40.7,174,True,False,False
584,297.9,309.0,2456,13.9,82,False,False,True
585,298.6,309.0,1481,40.8,6,False,False,True
586,302.0,309.8,1456,58.1,145,False,True,False
587,300.2,310.0,1493,47.3,172,False,True,False
588,297.3,308.8,1586,32.7,131,False,False,True
589,297.4,308.6,1439,46.4,114,False,True,False
590,297.9,309.9,1472,45.0,183,False,True,False
591,297.4,308.6,1609,36.2,116,False,True,False
592,300.6,309.5,1471,49.6,29,False,True,False
593,299.1,308.4,1332,51.7,71,False,False,True
594,300.4,310.8,1348,56.0,146,False,True,False
595,299.6,310.2,1473,42.7,81,False,True,False
596,300.8,311.3,1505,45.5,141,False,True,False
597,303.8,312.7,1414,41.7,190,False,True,False
598,300.6,310.0,1313,52.9,93,False,True,False
599,301.0,312.1,1675,30.7,200,False,True,False
600,300.2,311.4,1450,38.5,68,False,False,True
601,303.1,312.5,1453,49.1,140,False,True,False
602,299.0,310.1,1505,41.3,85,False,True,False
603,300.8,310.4,1450,39.4,62,False,False,True
604,297.7,309.6,1596,35.2,173,False,False,True
605,300.4,309.8,1356,44.4,136,False,False,True
606,298.4,310.1,1455,42.2,94,False,True,False
607,299.7,310.9,1491,40.1,195,False,True,False
608,298.9,309.9,1404,39.8,62,False,True,False
609,300.7,311.1,2377,14.3,135,False,True,False
610,302.1,311.3,1511,45.0,204,False,False,True
611,297.9,309.6,1515,38.8,124,False,False,True
612,300.4,310.5,1644,31.4,41,False,False,True
613,300.0,309.8,1474,40.6,78,False,True,False
614,300.1,309.1,1533,38.0,26,False,False,True
615,303.5,312.0,1366,54.5,30,False,True,False
616,301.8,310.8,1557,33.3,190,False,True,False
617,299.7,310.3,1505,37.7,4,False,True,False
618,303.7,313.0,1694,28.0,44,False,True,False
619,300.3,311.8,1551,37.2,9,False,True,False
620,302.1,310.8,1772,27.1,233,False,True,False
621,301.9,310.6,1331,68.6,85,False,True,False
622,301.0,311.0,1437,56.0,33,False,True,False
623,297.5,308.9,1535,37.7,12,False,False,True
624,297.5,308.5,1373,39.9,110,False,True,False
625,301.5,311.1,1731,27.9,101,False,True,False
626,302.8,312.3,1262,70.5,234,False,False,True
627,297.5,308.4,1528,39.9,160,False,True,False
628,301.4,310.8,1362,53.2,4,False,True,False
629,302.5,310.9,1330,56.9,97,False,True,False
630,298.0,309.6,1633,34.8,41,False,True,False
631,300.7,310.1,1483,40.2,162,False,False,True
632,303.8,312.9,1378,45.6,184,True,False,False
633,299.1,310.4,1369,54.5,104,True,False,False
634,300.3,309.9,1540,39.9,203,False,True,False
635,303.9,312.7,1528,38.4,177,False,True,False
636,300.5,309.7,1341,50.9,137,False,False,True
637,299.3,310.9,1826,25.1,2,False,False,True
638,298.3,308.0,1486,42.3,86,False,True,False
639,299.1,310.2,1695,29.6,8,False,True,False
640,300.3,309.4,1612,33.1,150,False,False,True
641,302.4,311.8,1384,50.9,99,False,True,False
642,298.1,309.5,1467,41.8,48,False,True,False
643,300.6,312.0,1566,30.1,128,False,True,False
644,300.5,311.7,1454,50.3,175,True,False,False
645,296.8,307.6,1304,48.7,142,False,True,False
646,297.3,308.3,1595,32.2,29,False,False,True
647,299.2,310.3,1429,40.1,23,False,True,False
648,303.6,312.9,1588,31.9,53,False,True,False
649,303.9,313.2,1481,40.0,100,False,True,False
650,298.9,310.2,1532,37.7,166,True,False,False
651,297.4,308.5,1295,52.1,130,False,True,False
652,302.2,310.8,1383,46.9,45,False,True,False
653,301.9,310.9,1763,28.4,103,False,False,True
654,297.7,309.0,1504,40.4,35,False,False,True
655,298.6,309.3,1702,27.6,143,False,True,False
656,297.8,308.4,1518,32.5,190,False,True,False
657,300.5,310.6,1499,45.2,8,False,True,False
658,301.4,310.6,1565,36.1,110,False,False,True
659,297.5,308.6,1452,39.0,72,False,True,False
660,301.9,310.4,1610,34.8,71,False,True,False
661,299.9,311.2,1579,35.5,162,False,False,True
662,297.6,309.1,1449,49.1,174,False,True,False
663,303.6,312.8,2659,11.4,26,False,False,True
664,298.9,310.6,1519,38.8,213,True,False,False
665,300.6,311.7,1734,29.9,72,False,True,False
666,297.2,308.0,1869,25.4,163,False,True,False
667,300.5,310.2,1571,34.6,228,False,False,True
668,298.4,309.1,1467,42.5,139,False,True,False
669,300.7,310.6,2006,19.1,102,False,False,True
670,299.8,310.2,1911,23.5,166,False,True,False
671,298.4,308.2,1850,27.0,194,False,True,False
672,299.6,310.2,1620,30.0,70,False,False,True
673,302.4,310.4,1521,38.5,142,False,True,False
674,295.5,306.0,1456,39.2,167,False,True,False
675,297.6,308.6,1415,47.3,169,False,True,False
676,299.2,308.4,1509,39.4,0,False,True,False
677,301.8,310.7,1429,47.9,53,False,False,True
678,303.6,312.7,1765,27.5,115,False,False,True
679,302.6,311.5,1442,59.8,169,False,True,False
680,301.4,310.5,1571,33.9,208,False,True,False
681,297.3,308.0,1447,49.0,61,False,True,False
682,302.3,311.5,1507,37.5,55,False,True,False
683,300.5,310.5,1695,26.7,28,False,True,False
684,301.0,310.9,1492,36.7,199,False,True,False
685,301.3,311.1,1678,30.7,34,False,False,True
686,301.5,310.6,1565,43.9,142,False,True,False
687,299.9,309.6,1294,49.7,126,False,True,False
688,301.7,309.9,1607,37.7,93,False,True,False
689,297.2,308.3,1419,39.7,115,False,True,False
690,300.7,311.2,1878,24.3,24,False,True,False
691,297.9,308.0,1490,46.2,6,False,True,False
692,297.4,308.5,1638,32.2,84,False,False,True
693,300.2,309.7,1275,60.7,15,False,True,False
694,298.0,307.8,1622,33.3,121,False,True,False
695,301.7,310.2,1435,48.1,12,False,True,False
696,301.3,311.3,1509,42.5,213,False,True,False
697,302.3,311.9,1508,42.3,159,False,False,True
698,300.8,310.8,1564,36.2,31,False,True,False
699,298.2,308.9,1614,35.5,15,False,False,True
700,298.8,310.3,1553,36.8,97,False,True,False
701,298.7,309.7,1393,45.7,99,False,True,False
702,300.4,311.7,1555,38.7,5,False,False,True
703,298.6,309.3,1537,37.6,175,False,True,False
704,300.7,311.9,1399,50.2,222,False,True,False
705,299.9,309.5,1412,57.9,59,False,False,True
706,298.0,309.0,1439,38.5,34,False,False,True
707,302.2,310.9,1506,34.0,49,False,True,False
708,297.6,309.6,1592,35.8,57,False,False,True
709,297.8,309.3,2243,15.7,36,False,False,True
710,298.1,307.9,1569,37.0,29,False,False,True
711,296.8,307.5,1516,36.7,135,False,False,True
712,298.0,308.7,1268,69.4,189,False,True,False
713,298.2,309.0,1780,29.3,91,False,True,False
714,302.8,312.1,1958,20.3,56,False,True,False
715,298.8,309.8,1557,37.2,139,False,True,False
716,303.5,312.4,1481,43.7,20,False,True,False
717,298.5,309.3,1471,44.7,119,False,True,False
718,298.6,308.2,1390,51.4,168,False,True,False
719,301.2,310.7,1962,22.5,28,False,False,True
720,300.6,311.8,1501,44.8,226,False,True,False
721,302.3,311.7,1685,30.8,130,False,False,True
722,301.0,311.2,1511,42.9,26,False,True,False
723,296.9,308.4,1450,46.9,186,False,False,True
724,298.5,309.7,1437,42.6,120,False,True,False
725,303.1,311.2,1435,40.1,219,False,True,False
726,298.9,310.1,1602,38.2,58,False,True,False
727,300.8,309.7,1751,27.9,183,False,False,True
728,298.5,309.5,1548,44.5,132,False,True,False
729,300.4,309.6,1675,35.5,164,False,False,True
730,301.7,311.1,1644,32.8,206,False,True,False
731,303.3,312.6,1397,47.1,137,False,False,True
732,303.4,311.9,1298,63.9,59,False,True,False
733,297.2,308.6,1486,46.6,98,True,False,False
734,302.6,310.4,1544,35.1,25,False,False,True
735,302.0,310.4,1595,32.9,135,False,False,True
736,295.8,306.4,1335,51.7,69,False,False,True
737,297.6,308.6,1463,46.7,85,True,False,False
738,299.7,311.0,1983,21.0,201,False,True,False
739,300.6,311.4,1468,40.4,55,False,False,True
740,303.4,311.8,1391,42.7,197,False,False,True
741,302.6,310.5,1524,33.7,204,False,False,True
742,304.0,312.8,1542,42.7,198,False,True,False
743,295.6,306.2,1287,54.8,49,False,True,False
744,298.4,310.1,1533,35.2,92,False,True,False
745,302.8,312.5,1422,46.1,4,True,False,False
746,298.2,309.4,1398,52.9,79,False,True,False
747,300.3,311.1,1676,28.6,158,False,True,False
748,298.1,310.0,1553,40.9,49,False,True,False
749,299.3,308.4,1542,37.5,203,False,False,True
750,298.0,308.8,1496,44.9,179,False,True,False
751,301.5,310.5,1396,44.5,117,False,True,False
752,299.8,310.5,1496,38.8,215,False,True,False
753,298.3,310.1,1523,45.9,99,False,True,False
754,298.2,308.8,1442,47.0,18,False,True,False
755,301.4,311.2,1476,36.5,25,False,False,True
756,297.2,308.3,1431,43.7,46,False,False,True
757,296.8,308.1,1492,43.7,222,True,False,False
758,303.5,312.5,1353,51.0,172,False,False,True
759,298.2,309.0,1524,39.1,100,True,False,False
760,299.5,311.0,1451,43.3,136,False,False,True
761,300.8,310.8,1486,45.7,146,False,True,False
762,297.9,309.0,1502,40.2,30,False,True,False
763,298.1,309.9,1686,29.1,60,True,False,False
764,299.2,309.1,1605,34.3,107,False,True,False
765,301.8,310.3,1465,46.5,60,False,False,True
766,297.4,308.8,1573,33.9,123,False,False,True
767,299.6,309.3,1558,34.8,115,False,True,False
768,300.7,309.5,1439,43.8,41,False,False,True
769,300.7,312.3,1420,53.8,67,False,True,False
770,300.5,311.6,1476,41.7,97,True,False,False
771,303.9,313.1,1310,62.9,130,False,True,False
772,303.5,312.9,1504,44.8,111,False,True,False
773,303.5,312.9,1501,44.0,128,False,True,False
774,299.8,310.2,1573,33.3,168,True,False,False
775,301.2,311.0,1573,32.8,57,False,True,False
776,296.4,307.5,1684,31.4,72,False,False,True
777,298.2,308.9,1326,54.4,75,False,False,True
778,297.7,308.7,1474,46.8,188,False,True,False
779,299.8,309.1,1612,35.4,205,False,True,False
780,301.1,310.0,1470,40.1,23,True,False,False
781,298.5,309.5,1483,44.8,92,False,False,True
782,300.1,310.4,1480,37.1,77,False,False,True
783,297.3,308.5,1497,47.5,27,False,True,False
784,303.6,311.8,1736,32.9,99,False,True,False
785,298.9,309.8,1947,21.7,105,False,False,True
786,297.5,308.5,1612,30.0,163,False,False,True
787,302.3,311.5,1565,35.6,41,False,True,False
788,298.1,308.1,1616,32.8,65,False,True,False
789,299.7,309.2,1620,30.0,168,False,True,False
790,298.3,309.0,1505,41.3,93,False,False,True
791,301.3,310.1,1531,41.6,9,False,True,False
792,300.1,311.6,1530,36.6,74,False,True,False
793,298.3,308.4,1593,37.0,174,False,True,False
794,303.9,313.0,1517,36.0,142,True,False,False
795,300.2,310.3,1514,38.7,48,False,True,False
796,299.3,308.5,1772,26.1,52,False,True,False
797,299.5,310.7,1488,39.5,95,False,False,True
798,300.7,311.3,1522,35.2,48,False,True,False
799,301.5,311.1,1459,45.1,97,False,True,False
800,300.8,310.5,1582,31.1,193,True,False,False
801,298.9,309.6,1589,34.2,197,False,True,False
802,300.4,310.2,1529,36.2,10,False,True,False
803,298.5,309.5,1370,52.4,113,False,True,False
804,298.0,309.1,1574,34.8,40,False,False,True
805,298.0,309.2,1731,28.7,38,False,True,False
806,298.5,309.6,1441,48.2,107,False,False,True
807,299.8,309.7,1320,61.7,134,False,False,True
808,298.0,308.7,1771,26.2,206,False,True,False
809,297.4,308.6,1469,42.6,80,False,False,True
810,298.6,308.3,1422,40.4,179,False,True,False
811,301.0,310.5,1429,39.4,98,False,True,False
812,300.8,310.3,1868,24.5,95,False,False,True
813,301.2,310.3,1548,38.6,59,False,True,False
814,302.2,311.4,1626,31.6,62,False,False,True
815,296.9,307.6,1435,45.0,119,False,True,False
816,298.3,309.2,1486,42.4,16,True,False,False
817,298.8,309.7,1740,28.5,152,False,True,False
818,298.9,309.7,1407,48.6,161,True,False,False
819,297.7,307.1,1855,22.5,7,True,False,False
820,297.8,309.8,1798,25.5,203,False,False,True
821,298.2,308.0,1969,21.7,32,False,False,True
822,299.3,308.4,1468,42.2,83,False,False,True
823,301.3,311.0,1580,36.6,184,True,False,False
824,298.9,308.6,1524,40.4,131,False,False,True
825,300.3,310.2,1369,48.8,36,False,True,False
826,299.8,309.3,1299,65.1,212,False,True,False
827,300.5,311.2,1551,36.6,205,False,False,True
828,303.0,312.3,1486,42.4,112,False,True,False
829,300.9,311.8,1843,24.5,25,False,False,True
830,304.0,313.3,1844,27.1,88,False,False,True
831,300.7,312.0,1401,51.1,50,False,True,False
832,303.0,311.2,1735,26.1,194,False,True,False
833,300.6,311.5,1459,47.0,63,False,True,False
834,299.5,309.3,1506,41.5,77,False,False,True
835,301.8,310.6,2672,11.8,124,False,True,False
836,300.5,312.0,1478,39.0,153,False,True,False
837,301.3,311.0,1402,47.5,197,False,False,True
838,297.5,308.5,1401,50.5,6,False,False,True
839,301.5,311.2,1700,28.8,39,False,True,False
840,300.7,311.1,1373,49.9,96,False,False,True
841,301.5,310.7,1460,38.6,14,False,False,True
842,298.8,309.7,1751,29.6,160,False,True,False
843,297.8,308.7,1404,44.2,62,False,True,False
844,300.0,309.7,1652,28.6,112,False,False,True
845,300.4,310.0,1560,42.3,186,False,False,True
846,297.5,308.5,1557,39.1,47,True,False,False
847,300.5,310.2,1764,25.9,27,False,True,False
848,303.4,311.5,1424,50.8,128,False,True,False
849,298.9,310.1,1580,37.3,100,False,True,False
850,302.4,310.1,1429,43.7,104,False,True,False
851,298.3,308.4,1484,43.4,172,False,True,False
852,302.4,311.8,1358,50.6,133,False,False,True
853,302.4,311.5,1590,39.9,58,False,True,False
854,303.1,311.1,1594,35.5,13,False,False,True
855,297.4,307.9,1390,52.0,131,True,False,False
856,297.4,309.0,1468,41.4,156,True,False,False
857,300.0,309.6,1618,36.2,53,False,False,True
858,302.4,311.9,1671,29.9,204,False,True,False
859,303.9,313.0,1626,31.4,209,False,True,False
860,302.6,310.4,1514,42.7,75,False,True,False
861,300.4,311.2,1489,45.3,180,True,False,False
862,302.6,312.2,1353,56.5,168,False,False,True
863,298.7,308.4,1432,42.8,197,True,False,False
864,296.7,307.8,1258,69.0,105,False,False,True
865,299.0,308.8,1382,58.5,199,True,False,False
866,299.7,309.6,1359,50.7,161,False,True,False
867,299.6,310.1,1455,46.1,76,False,False,True
868,302.4,311.1,1887,22.4,197,False,False,True
869,299.2,310.4,1325,52.0,34,False,False,True
870,299.1,310.6,1449,43.2,80,False,False,True
871,302.9,312.2,1729,23.6,96,False,True,False
872,303.5,312.1,1674,30.8,0,False,True,False
873,298.9,310.2,1362,53.0,185,False,True,False
874,300.3,309.2,1650,35.2,196,False,True,False
875,302.8,312.2,1509,36.5,52,False,True,False
876,299.2,308.5,1438,46.6,63,False,True,False
877,296.2,307.3,1881,24.3,40,False,True,False
878,298.5,309.3,1623,33.1,109,False,True,False
879,303.8,312.4,1597,33.4,203,False,False,True
880,300.1,309.1,1400,46.7,77,False,True,False
881,297.5,308.2,1647,31.3,3,False,True,False
882,295.5,306.0,1597,37.2,16,False,True,False
883,299.5,308.8,1965,20.4,164,False,True,False
884,298.8,309.7,1589,35.3,149,False,False,True
885,297.9,308.4,1646,40.6,175,False,True,False
886,299.2,308.5,1821,26.1,69,False,True,False
887,302.8,310.9,1636,35.0,38,False,True,False
888,300.7,310.8,1469,46.4,75,False,False,True
889,302.7,312.0,1484,41.5,65,True,False,False
890,298.9,310.1,1361,51.7,192,False,True,False
891,304.0,313.2,1632,30.6,121,False,True,False
892,303.5,312.5,1457,46.4,168,False,True,False
893,300.3,309.7,1582,30.8,144,True,False,False
894,298.9,308.6,1771,24.1,213,False,True,False
895,297.2,308.4,1460,42.1,41,False,True,False
896,299.7,309.2,1302,55.5,87,True,False,False
897,301.3,310.9,1596,33.9,157,False,True,False
898,298.4,308.9,1706,29.5,107,False,True,False
899,301.5,311.1,1402,40.0,94,False,False,True
900,297.9,309.0,1382,43.9,116,False,True,False
901,297.2,308.5,1353,46.5,185,False,False,True
902,302.5,312.0,1411,44.2,177,False,True,False
903,298.2,308.8,1436,51.9,153,True,False,False
904,298.9,309.5,1645,31.1,169,False,True,False
905,303.2,311.2,1688,31.9,33,False,False,True
906,300.5,311.9,1431,49.4,37,False,True,False
907,297.9,307.8,1397,45.0,104,False,True,False
908,301.7,309.9,1317,49.0,187,False,True,False
909,299.1,310.5,1419,48.8,76,False,True,False
910,298.1,308.0,1924,20.8,29,False,False,True
911,302.7,310.7,1398,57.7,19,False,True,False
912,303.7,313.1,1721,34.8,50,False,True,False
913,298.2,307.7,1503,38.3,87,False,True,False
914,301.0,311.2,1363,46.3,62,False,True,False
915,299.4,309.3,1544,36.0,197,False,True,False
916,302.5,311.5,1802,26.4,192,False,True,False
917,300.3,309.9,1677,30.1,130,True,False,False
918,301.3,310.5,1337,52.7,106,False,True,False
919,300.7,310.0,1672,29.7,176,False,True,False
920,297.8,307.5,1448,51.2,107,False,True,False
921,299.0,310.0,1667,30.0,53,False,False,True
922,298.7,309.9,1434,53.0,144,False,False,True
923,299.9,309.5,1349,51.3,176,False,True,False
924,301.7,310.6,1406,46.0,112,False,True,False
925,301.5,310.4,1488,41.1,151,False,True,False
926,302.6,312.0,1447,45.5,173,False,True,False
927,299.0,309.9,1411,44.7,94,False,True,False
928,303.4,312.2,1337,69.4,52,False,True,False
929,298.3,308.6,1499,38.3,142,False,True,False
930,297.9,307.8,1450,43.5,106,False,False,True
931,297.4,308.5,1566,31.4,76,False,False,True
932,299.2,308.9,1712,26.4,95,True,False,False
933,297.4,308.5,1475,47.2,69,False,True,False
934,298.8,308.2,1443,53.4,21,False,True,False
935,301.6,310.8,1564,34.1,150,False,True,False
936,301.2,310.3,1497,45.7,76,False,True,False
937,300.9,311.1,1417,40.7,24,False,True,False
938,300.7,310.8,1597,30.5,38,False,True,False
939,302.2,310.1,1572,34.6,17,False,False,True
940,300.5,310.3,1683,31.5,8,False,True,False
941,298.2,308.7,1447,48.4,51,False,True,False
942,302.3,311.4,1500,40.2,30,False,False,True
943,297.9,309.8,1693,29.9,35,False,False,True
944,303.3,311.4,1732,25.6,232,False,True,False
945,301.8,310.3,1482,41.4,63,False,True,False
946,298.8,310.0,1528,36.7,147,False,True,False
947,297.3,308.3,1484,43.9,13,False,True,False
948,302.9,312.6,1394,46.4,82,False,False,True
949,298.3,309.1,1386,45.3,212,False,True,False
950,298.9,310.0,1794,27.2,114,False,True,False
951,297.9,307.5,1647,30.8,212,False,False,True
952,299.5,308.7,1446,45.7,173,False,True,False
953,301.7,310.8,1954,21.6,198,False,False,True
954,296.9,308.3,1513,38.8,189,False,True,False
955,300.6,310.9,1471,37.9,86,False,True,False
956,301.0,310.1,1558,32.6,0,False,True,False
957,298.2,307.9,1429,49.4,141,False,True,False
958,303.7,312.8,1523,40.7,59,False,True,False
959,303.9,313.3,1394,51.6,121,False,True,False
960,299.3,309.0,1516,38.7,64,False,True,False
961,302.9,312.4,1446,41.7,196,False,True,False
962,297.1,307.9,1496,44.7,88,False,True,False
963,297.5,309.3,1564,37.5,20,False,True,False
964,299.3,308.6,1474,49.6,191,False,True,False
965,299.0,308.6,1466,46.4,112,False,True,False
966,301.2,311.1,1574,34.3,4,False,False,True
967,298.1,307.9,1759,28.6,176,False,False,True
968,301.8,309.7,1442,45.3,233,False,True,False
