UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
9993,298.8,308.4,1484,39.2,8,False,True,False
8008,301.0,312.1,1664,28.4,168,False,False,True
634,298.3,310.0,1442,43.9,110,False,True,False
5630,302.7,312.2,1405,51.4,157,False,True,False
5910,300.7,310.2,1364,65.3,208,True,False,False
3295,301.1,310.2,1657,34.1,52,False,True,False
6883,300.9,311.4,2073,21.4,105,False,True,False
4806,303.6,312.6,1606,33.6,184,False,True,False
6446,300.7,310.3,1662,34.4,57,False,True,False
2015,298.6,308.4,1310,59.7,40,False,True,False
4979,303.6,312.7,1429,47.7,198,False,True,False
3168,300.4,309.7,1384,45.1,159,False,True,False
5668,302.2,311.4,2080,19.2,31,False,True,False
9199,297.9,308.8,1538,37.6,54,False,False,True
152,298.4,308.2,1463,37.6,188,False,False,True
8853,297.7,308.9,1575,39.9,12,False,True,False
5264,303.5,312.8,1877,22.3,96,False,True,False
2175,299.6,309.2,1572,33.4,20,False,True,False
4359,302.0,309.9,1606,34.5,156,True,False,False
9385,297.6,308.1,1379,57.4,122,False,False,True
6951,300.7,311.3,1374,53.1,66,True,False,False
9452,298.0,308.7,1536,39.6,99,True,False,False
5179,304.0,313.2,1517,43.1,96,True,False,False
4716,303.4,311.7,1476,42.3,180,False,True,False
7980,301.2,312.4,1428,36.6,99,False,False,True
4222,301.9,310.6,1467,39.3,32,False,True,False
3403,301.4,310.6,1347,53.3,104,False,True,False
8880,298.0,309.2,1527,39.5,85,False,True,False
8401,298.6,309.6,1533,40.7,106,False,True,False
1552,298.4,308.8,1458,40.1,111,False,True,False
3635,302.2,311.4,1499,37.7,55,False,True,False
9378,297.7,308.3,1488,41.0,101,True,False,False
6104,300.8,310.8,1407,45.1,51,False,True,False
1820,298.1,307.6,2066,19.2,150,False,False,True
6363,300.0,309.6,1738,28.7,51,False,True,False
4669,303.3,311.4,1692,27.9,55,True,False,False
1102,296.7,307.5,1607,33.6,38,True,False,False
3932,302.7,311.7,1784,25.1,177,False,False,True
2793,300.4,309.7,1584,32.6,71,False,True,False
3993,302.3,311.3,1614,34.1,129,False,True,False
9058,297.3,308.4,1686,34.5,97,False,False,True
9188,297.9,309.0,1379,47.3,28,False,True,False
1152,297.0,307.9,1350,47.7,168,False,True,False
40,298.8,309.1,1350,52.5,111,False,True,False
1753,298.2,307.6,1492,37.2,178,False,True,False
8355,298.6,309.6,1390,50.3,196,False,True,False
3801,302.1,310.9,1916,23.1,51,False,False,True
6959,300.6,311.0,1563,40.7,87,False,True,False
4191,302.4,310.9,1444,40.7,174,True,False,False
9211,297.9,309.0,2456,13.9,82,False,False,True
9912,298.6,309.0,1481,40.8,6,False,False,True
4355,302.0,309.8,1456,58.1,145,False,True,False
7154,300.2,310.0,1493,47.3,172,False,True,False
470,297.3,308.8,1586,32.7,131,False,False,True
714,297.4,308.6,1439,46.4,114,False,True,False
574,297.9,309.9,1472,45.0,183,False,True,False
715,297.4,308.6,1609,36.2,116,False,True,False
2875,300.6,309.5,1471,49.6,29,False,True,False
2443,299.1,308.4,1332,51.7,71,False,False,True
5969,300.4,310.8,1348,56.0,146,False,True,False
7373,299.6,310.2,1473,42.7,81,False,True,False
6981,300.8,311.3,1505,45.5,141,False,True,False
4975,303.8,312.7,1414,41.7,190,False,True,False
6461,300.6,310.0,1313,52.9,93,False,True,False
8020,301.0,312.1,1675,30.7,200,False,True,False
7539,300.2,311.4,1450,38.5,68,False,False,True
5460,303.1,312.5,1453,49.1,140,False,True,False
9611,299.0,310.1,1505,41.3,85,False,True,False
7112,300.8,310.4,1450,39.4,62,False,False,True
570,297.7,309.6,1596,35.2,173,False,False,True
7142,300.4,309.8,1356,44.4,136,False,False,True
628,298.4,310.1,1455,42.2,94,False,True,False
9574,299.7,310.9,1491,40.1,195,False,True,False
9697,298.9,309.9,1404,39.8,62,False,True,False
6978,300.7,311.1,2377,14.3,135,False,True,False
3695,302.1,311.3,1511,45.0,204,False,False,True
641,297.9,309.6,1515,38.8,124,False,False,True
7187,300.4,310.5,1644,31.4,41,False,False,True
7202,300.0,309.8,1474,40.6,78,False,True,False
3204,300.1,309.1,1533,38.0,26,False,False,True
4832,303.5,312.0,1366,54.5,30,False,True,False
3605,301.8,310.8,1557,33.3,190,False,True,False
7342,299.7,310.3,1505,37.7,4,False,True,False
5241,303.7,313.0,1694,28.0,44,False,True,False
7855,300.3,311.8,1551,37.2,9,False,True,False
4034,302.1,310.8,1772,27.1,233,False,True,False
4072,301.9,310.6,1331,68.6,85,False,True,False
6188,301.0,311.0,1437,56.0,33,False,True,False
1257,297.5,308.9,1535,37.7,12,False,False,True
9141,297.5,308.5,1373,39.9,110,False,True,False
5869,301.5,311.1,1731,27.9,101,False,True,False
5395,302.8,312.3,1262,70.5,234,False,False,True
395,297.5,308.4,1528,39.9,160,False,True,False
6763,301.4,310.8,1362,53.2,4,False,True,False
4250,302.5,310.9,1330,56.9,97,False,True,False
1267,298.0,309.6,1633,34.8,41,False,True,False
6323,300.7,310.1,1483,40.2,162,False,False,True
5056,303.8,312.9,1378,45.6,184,True,False,False
8244,299.1,310.4,1369,54.5,104,True,False,False
6418,300.3,309.9,1540,39.9,203,False,True,False
4970,303.9,312.7,1528,38.4,177,False,True,False
2992,300.5,309.7,1341,50.9,137,False,False,True
8202,299.3,310.9,1826,25.1,2,False,False,True
1871,298.3,308.0,1486,42.3,86,False,True,False
9675,299.1,310.2,1695,29.6,8,False,True,False
2827,300.3,309.4,1612,33.1,150,False,False,True
5529,302.4,311.8,1384,50.9,99,False,True,False
1270,298.1,309.5,1467,41.8,48,False,True,False
7732,300.6,312.0,1566,30.1,128,False,True,False
7665,300.5,311.7,1454,50.3,175,True,False,False
819,296.8,307.6,1304,48.7,142,False,True,False
8942,297.3,308.3,1595,32.2,29,False,False,True
9506,299.2,310.3,1429,40.1,23,False,True,False
5331,303.6,312.9,1588,31.9,53,False,True,False
5027,303.9,313.2,1481,40.0,100,False,True,False
1402,298.9,310.2,1532,37.7,166,True,False,False
8661,297.4,308.5,1295,52.1,130,False,True,False
4228,302.2,310.8,1383,46.9,45,False,True,False
3491,301.9,310.9,1763,28.4,103,False,False,True
687,297.7,309.0,1504,40.4,35,False,False,True
9468,298.6,309.3,1702,27.6,143,False,True,False
322,297.8,308.4,1518,32.5,190,False,True,False
7008,300.5,310.6,1499,45.2,8,False,True,False
6724,301.4,310.6,1565,36.1,110,False,False,True
447,297.5,308.6,1452,39.0,72,False,True,False
4151,301.9,310.4,1610,34.8,71,False,True,False
7826,299.9,311.2,1579,35.5,162,False,False,True
660,297.6,309.1,1449,49.1,174,False,True,False
4998,303.6,312.8,2659,11.4,26,False,False,True
8282,298.9,310.6,1519,38.8,213,True,False,False
7624,300.6,311.7,1734,29.9,72,False,True,False
9081,297.2,308.0,1869,25.4,163,False,True,False
5998,300.5,310.2,1571,34.6,228,False,False,True
9805,298.4,309.1,1467,42.5,139,False,True,False
7044,300.7,310.6,2006,19.1,102,False,False,True
7322,299.8,310.2,1911,23.5,166,False,True,False
154,298.4,308.2,1850,27.0,194,False,True,False
7369,299.6,310.2,1620,30.0,70,False,False,True
4527,302.4,310.4,1521,38.5,142,False,True,False
910,295.5,306.0,1456,39.2,167,False,True,False
9164,297.6,308.6,1415,47.3,169,False,True,False
2336,299.2,308.4,1509,39.4,0,False,True,False
3470,301.8,310.7,1429,47.9,53,False,False,True
4945,303.6,312.7,1765,27.5,115,False,False,True
3929,302.6,311.5,1442,59.8,169,False,True,False
6670,301.4,310.5,1571,33.9,208,False,True,False
8955,297.3,308.0,1447,49.0,61,False,True,False
3966,302.3,311.5,1507,37.5,55,False,True,False
7268,300.5,310.5,1695,26.7,28,False,True,False
6077,301.0,310.9,1492,36.7,199,False,True,False
5842,301.3,311.1,1678,30.7,34,False,False,True
6645,301.5,310.6,1565,43.9,142,False,True,False
2638,299.9,309.6,1294,49.7,126,False,True,False
4336,301.7,309.9,1607,37.7,93,False,True,False
9064,297.2,308.3,1419,39.7,115,False,True,False
6936,300.7,311.2,1878,24.3,24,False,True,False
1600,297.9,308.0,1490,46.2,6,False,True,False
9054,297.4,308.5,1638,32.2,84,False,False,True
6347,300.2,309.7,1275,60.7,15,False,True,False
1645,298.0,307.8,1622,33.3,121,False,True,False
4304,301.7,310.2,1435,48.1,12,False,True,False
6844,301.3,311.3,1509,42.5,213,False,True,False
5551,302.3,311.9,1508,42.3,159,False,False,True
6012,300.8,310.8,1564,36.2,31,False,True,False
1516,298.2,308.9,1614,35.5,15,False,False,True
1375,298.8,310.3,1553,36.8,97,False,True,False
8320,298.7,309.7,1393,45.7,99,False,True,False
7765,300.4,311.7,1555,38.7,5,False,False,True
9325,298.6,309.3,1537,37.6,175,False,True,False
8027,300.7,311.9,1399,50.2,222,False,True,False
6366,299.9,309.5,1412,57.9,59,False,False,True
9191,298.0,309.0,1439,38.5,34,False,False,True
3800,302.2,310.9,1506,34.0,49,False,True,False
528,297.6,309.6,1592,35.8,57,False,False,True
1265,297.8,309.3,2243,15.7,36,False,False,True
1931,298.1,307.9,1569,37.0,29,False,False,True
816,296.8,307.5,1516,36.7,135,False,False,True
1497,298.0,308.7,1268,69.4,189,False,True,False
9449,298.2,309.0,1780,29.3,91,False,True,False
5512,302.8,312.1,1958,20.3,56,False,True,False
9727,298.8,309.8,1557,37.2,139,False,True,False
4910,303.5,312.4,1481,43.7,20,False,True,False
9799,298.5,309.3,1471,44.7,119,False,True,False
9973,298.6,308.2,1390,51.4,168,False,True,False
6772,301.2,310.7,1962,22.5,28,False,False,True
8029,300.6,311.8,1501,44.8,226,False,True,False
3665,302.3,311.7,1685,30.8,130,False,False,True
6855,301.0,311.2,1511,42.9,26,False,True,False
741,296.9,308.4,1450,46.9,186,False,False,True
1471,298.5,309.7,1437,42.6,120,False,True,False
4641,303.1,311.2,1435,40.1,219,False,True,False
1444,298.9,310.1,1602,38.2,58,False,True,False
2934,300.8,309.7,1751,27.9,183,False,False,True
8411,298.5,309.5,1548,44.5,132,False,True,False
3170,300.4,309.6,1675,35.5,164,False,False,True
6759,301.7,311.1,1644,32.8,206,False,True,False
5360,303.3,312.6,1397,47.1,137,False,False,True
4841,303.4,311.9,1298,63.9,59,False,True,False
8732,297.2,308.6,1486,46.6,98,True,False,False
4482,302.6,310.4,1544,35.1,25,False,False,True
4092,302.0,310.4,1595,32.9,135,False,False,True
873,295.8,306.4,1335,51.7,69,False,False,True
9132,297.6,308.6,1463,46.7,85,True,False,False
8190,299.7,311.0,1983,21.0,201,False,True,False
7617,300.6,311.4,1468,40.4,55,False,False,True
4723,303.4,311.8,1391,42.7,197,False,False,True
4552,302.6,310.5,1524,33.7,204,False,False,True
5061,304.0,312.8,1542,42.7,198,False,True,False
947,295.6,306.2,1287,54.8,49,False,True,False
627,298.4,310.1,1533,35.2,92,False,True,False
5405,302.8,312.5,1422,46.1,4,True,False,False
1279,298.2,309.4,1398,52.9,79,False,True,False
7573,300.3,311.1,1676,28.6,158,False,True,False
612,298.1,310.0,1553,40.9,49,False,True,False
2245,299.3,308.4,1542,37.5,203,False,False,True
1494,298.0,308.8,1496,44.9,179,False,True,False
6635,301.5,310.5,1396,44.5,117,False,True,False
7339,299.8,310.5,1496,38.8,215,False,True,False
630,298.3,310.1,1523,45.9,99,False,True,False
9346,298.2,308.8,1442,47.0,18,False,True,False
5839,301.4,311.2,1476,36.5,25,False,False,True
1193,297.2,308.3,1431,43.7,46,False,False,True
756,296.8,308.1,1492,43.7,222,True,False,False
4801,303.5,312.5,1353,51.0,172,False,False,True
9297,298.2,309.0,1524,39.1,100,True,False,False
9551,299.5,311.0,1451,43.3,136,False,False,True
6142,300.8,310.8,1486,45.7,146,False,True,False
9189,297.9,309.0,1502,40.2,30,False,True,False
617,298.1,309.9,1686,29.1,60,True,False,False
2547,299.2,309.1,1605,34.3,107,False,True,False
4146,301.8,310.3,1465,46.5,60,False,False,True
8741,297.4,308.8,1573,33.9,123,False,False,True
2723,299.6,309.3,1558,34.8,115,False,True,False
2956,300.7,309.5,1439,43.8,41,False,False,True
7878,300.7,312.3,1420,53.8,67,False,True,False
7721,300.5,311.6,1476,41.7,97,True,False,False
5193,303.9,313.1,1310,62.9,130,False,True,False
5270,303.5,312.9,1504,44.8,111,False,True,False
5278,303.5,312.9,1501,44.0,128,False,True,False
7323,299.8,310.2,1573,33.3,168,True,False,False
5852,301.2,311.0,1573,32.8,57,False,True,False
1037,296.4,307.5,1684,31.4,72,False,False,True
1537,298.2,308.9,1326,54.4,75,False,False,True
9171,297.7,308.7,1474,46.8,188,False,True,False
3106,299.8,309.1,1612,35.4,205,False,True,False
6517,301.1,310.0,1470,40.1,23,True,False,False
8396,298.5,309.5,1483,44.8,92,False,False,True
7287,300.1,310.4,1480,37.1,77,False,False,True
1185,297.3,308.5,1497,47.5,27,False,True,False
4684,303.6,311.8,1736,32.9,99,False,True,False
9872,298.9,309.8,1947,21.7,105,False,False,True
9162,297.5,308.5,1612,30.0,163,False,False,True
3714,302.3,311.5,1565,35.6,41,False,True,False
1946,298.1,308.1,1616,32.8,65,False,True,False
2745,299.7,309.2,1620,30.0,168,False,True,False
8559,298.3,309.0,1505,41.3,93,False,False,True
3278,301.3,310.1,1531,41.6,9,False,True,False
7458,300.1,311.6,1530,36.6,74,False,True,False
1579,298.3,308.4,1593,37.0,174,False,True,False
5197,303.9,313.0,1517,36.0,142,True,False,False
7276,300.2,310.3,1514,38.7,48,False,True,False
2358,299.3,308.5,1772,26.1,52,False,True,False
8149,299.5,310.7,1488,39.5,95,False,False,True
6944,300.7,311.3,1522,35.2,48,False,True,False
5867,301.5,311.1,1459,45.1,97,False,True,False
5906,300.8,310.5,1582,31.1,193,True,False,False
9486,298.9,309.6,1589,34.2,197,False,True,False
6004,300.4,310.2,1529,36.2,10,False,True,False
8403,298.5,309.5,1370,52.4,113,False,True,False
8865,298.0,309.1,1574,34.8,40,False,False,True
8864,298.0,309.2,1731,28.7,38,False,True,False
1289,298.5,309.6,1441,48.2,107,False,False,True
7223,299.8,309.7,1320,61.7,134,False,False,True
1504,298.0,308.7,1771,26.2,206,False,True,False
8806,297.4,308.6,1469,42.6,80,False,False,True
9978,298.6,308.3,1422,40.4,179,False,True,False
6297,301.0,310.5,1429,39.4,98,False,True,False
7125,300.8,310.3,1868,24.5,95,False,False,True
3298,301.2,310.3,1548,38.6,59,False,True,False
3638,302.2,311.4,1626,31.6,62,False,False,True
8979,296.9,307.6,1435,45.0,119,False,True,False
9841,298.3,309.2,1486,42.4,16,True,False,False
8339,298.8,309.7,1740,28.5,152,False,True,False
9893,298.9,309.7,1407,48.6,161,True,False,False
1843,297.7,307.1,1855,22.5,7,True,False,False
581,297.8,309.8,1798,25.5,203,False,False,True
1932,298.2,308.0,1969,21.7,32,False,False,True
2369,299.3,308.4,1468,42.2,83,False,False,True
5810,301.3,311.0,1580,36.6,184,True,False,False
2469,298.9,308.6,1524,40.4,131,False,False,True
5925,300.3,310.2,1369,48.8,36,False,True,False
2762,299.8,309.3,1299,65.1,212,False,True,False
7593,300.5,311.2,1551,36.6,205,False,False,True
5613,303.0,312.3,1486,42.4,112,False,True,False
7952,300.9,311.8,1843,24.5,25,False,False,True
5177,304.0,313.3,1844,27.1,88,False,False,True
8051,300.7,312.0,1401,51.1,50,False,True,False
4630,303.0,311.2,1735,26.1,194,False,True,False
7620,300.6,311.5,1459,47.0,63,False,True,False
2622,299.5,309.3,1506,41.5,77,False,False,True
3580,301.8,310.6,2672,11.8,124,False,True,False
7742,300.5,312.0,1478,39.0,153,False,True,False
5815,301.3,311.0,1402,47.5,197,False,False,True
8614,297.5,308.5,1401,50.5,6,False,False,True
5844,301.5,311.2,1700,28.8,39,False,True,False
6963,300.7,311.1,1373,49.9,96,False,False,True
6596,301.5,310.7,1460,38.6,14,False,False,True
8342,298.8,309.7,1751,29.6,160,False,True,False
9202,297.8,308.7,1404,44.2,62,False,True,False
2633,300.0,309.7,1652,28.6,112,False,False,True
6412,300.4,310.0,1560,42.3,186,False,False,True
8630,297.5,308.5,1557,39.1,47,True,False,False
5921,300.5,310.2,1764,25.9,27,False,True,False
4695,303.4,311.5,1424,50.8,128,False,True,False
9617,298.9,310.1,1580,37.3,100,False,True,False
4510,302.4,310.1,1429,43.7,104,False,True,False
1578,298.3,308.4,1484,43.4,172,False,True,False
3666,302.4,311.8,1358,50.6,133,False,False,True
3720,302.4,311.5,1590,39.9,58,False,True,False
4654,303.1,311.1,1594,35.5,13,False,False,True
9388,297.4,307.9,1390,52.0,131,True,False,False
478,297.4,309.0,1468,41.4,156,True,False,False
6364,300.0,309.6,1618,36.2,53,False,False,True
5566,302.4,311.9,1671,29.9,204,False,True,False
5222,303.9,313.0,1626,31.4,209,False,True,False
4416,302.6,310.4,1514,42.7,75,False,True,False
7583,300.4,311.2,1489,45.3,180,True,False,False
5635,302.6,312.2,1353,56.5,168,False,False,True
9985,298.7,308.4,1432,42.8,197,True,False,False
1125,296.7,307.8,1258,69.0,105,False,False,True
2493,299.0,308.8,1382,58.5,199,True,False,False
2062,299.7,309.6,1359,50.7,161,False,True,False
7371,299.6,310.1,1455,46.1,76,False,False,True
3774,302.4,311.1,1887,22.4,197,False,False,True
9591,299.2,310.4,1325,52.0,34,False,False,True
8234,299.1,310.6,1449,43.2,80,False,False,True
5607,302.9,312.2,1729,23.6,96,False,True,False
4818,303.5,312.1,1674,30.8,0,False,True,False
1322,298.9,310.2,1362,53.0,185,False,True,False
2845,300.3,309.2,1650,35.2,196,False,True,False
5510,302.8,312.2,1509,36.5,52,False,True,False
2269,299.2,308.5,1438,46.6,63,False,True,False
1024,296.2,307.3,1881,24.3,40,False,True,False
9796,298.5,309.3,1623,33.1,109,False,True,False
4896,303.8,312.4,1597,33.4,203,False,False,True
3058,300.1,309.1,1400,46.7,77,False,True,False
334,297.5,308.2,1647,31.3,3,False,True,False
934,295.5,306.0,1597,37.2,16,False,True,False
2228,299.5,308.8,1965,20.4,164,False,True,False
8338,298.8,309.7,1589,35.3,149,False,False,True
316,297.9,308.4,1646,40.6,175,False,True,False
2272,299.2,308.5,1821,26.1,69,False,True,False
4570,302.8,310.9,1636,35.0,38,False,True,False
7034,300.7,310.8,1469,46.4,75,False,False,True
5516,302.7,312.0,1484,41.5,65,True,False,False
1324,298.9,310.1,1361,51.7,192,False,True,False
5189,304.0,313.2,1632,30.6,121,False,True,False
4799,303.5,312.5,1457,46.4,168,False,True,False
7144,300.3,309.7,1582,30.8,144,True,False,False
9989,298.9,308.6,1771,24.1,213,False,True,False
1191,297.2,308.4,1460,42.1,41,False,True,False
2713,299.7,309.2,1302,55.5,87,True,False,False
6236,301.3,310.9,1596,33.9,157,False,True,False
1550,298.4,308.9,1706,29.5,107,False,True,False
5866,301.5,311.1,1402,40.0,94,False,False,True
9224,297.9,309.0,1382,43.9,116,False,True,False
8683,297.2,308.5,1353,46.5,185,False,False,True
5556,302.5,312.0,1411,44.2,177,False,True,False
9240,298.2,308.8,1436,51.9,153,True,False,False
9895,298.9,309.5,1645,31.1,169,False,True,False
4751,303.2,311.2,1688,31.9,33,False,False,True
7867,300.5,311.9,1431,49.4,37,False,True,False
1639,297.9,307.8,1397,45.0,104,False,True,False
4286,301.7,309.9,1317,49.0,187,False,True,False
8232,299.1,310.5,1419,48.8,76,False,True,False
173,298.1,308.0,1924,20.8,29,False,False,True
4563,302.7,310.7,1398,57.7,19,False,True,False
5244,303.7,313.1,1721,34.8,50,False,True,False
1720,298.2,307.7,1503,38.3,87,False,True,False
6869,301.0,311.2,1363,46.3,62,False,True,False
2077,299.4,309.3,1544,36.0,197,False,True,False
3938,302.5,311.5,1802,26.4,192,False,True,False
6390,300.3,309.9,1677,30.1,130,True,False,False
3404,301.3,310.5,1337,52.7,106,False,True,False
6329,300.7,310.0,1672,29.7,176,False,True,False
1962,297.8,307.5,1448,51.2,107,False,True,False
9693,299.0,310.0,1667,30.0,53,False,False,True
8416,298.7,309.9,1434,53.0,144,False,False,True
2657,299.9,309.5,1349,51.3,176,False,True,False
3575,301.7,310.6,1406,46.0,112,False,True,False
6649,301.5,310.4,1488,41.1,151,False,True,False
5637,302.6,312.0,1447,45.5,173,False,True,False
9868,299.0,309.9,1411,44.7,94,False,True,False
4921,303.4,312.2,1337,69.4,52,False,True,False
217,298.3,308.6,1499,38.3,142,False,True,False
1640,297.9,307.8,1450,43.5,106,False,False,True
9051,297.4,308.5,1566,31.4,76,False,False,True
2543,299.2,308.9,1712,26.4,95,True,False,False
8801,297.4,308.5,1475,47.2,69,False,True,False
2423,298.8,308.2,1443,53.4,21,False,True,False
3338,301.6,310.8,1564,34.1,150,False,True,False
3305,301.2,310.3,1497,45.7,76,False,True,False
6854,300.9,311.1,1417,40.7,24,False,True,False
6014,300.7,310.8,1597,30.5,38,False,True,False
4394,302.2,310.1,1572,34.6,17,False,False,True
6003,300.5,310.3,1683,31.5,8,False,True,False
9278,298.2,308.7,1447,48.4,51,False,True,False
3957,302.3,311.4,1500,40.2,30,False,False,True
606,297.9,309.8,1693,29.9,35,False,False,True
4646,303.3,311.4,1732,25.6,232,False,True,False
4147,301.8,310.3,1482,41.4,63,False,True,False
9731,298.8,310.0,1528,36.7,147,False,True,False
424,297.3,308.3,1484,43.9,13,False,True,False
